index,zh,en,count,github-repository,status,stargazers_count,forks_count,subscribers_count,pushed_at,created_at,updated_at,license,desc
219,华中科技大学,Huazhong University of Science,4/6,[zfengg/HUSTtex](https://github.com/zfengg/HUSTtex),1,39,12,0,2023-04-10,2019-01-24,2023-11-06,MIT,A series of TeX templates for undergraduate thesis at HUST.
220,华中师范大学,Central China Normal University,2/2,[wasphin/latex-ccnu-thesis](https://github.com/wasphin/latex-ccnu-thesis),1,0,0,3,2020-01-30,2017-11-19,2020-02-12,GPL-3.0,Unofficial LaTeX CCNU Thesis Class
221,华中师范大学,Central China Normal University,2/2,[xkwxdyy/CCNUthesis](https://github.com/xkwxdyy/CCNUthesis),1,15,2,5,2023-05-27,2022-01-20,2023-09-18,LPPL-1.3c,（非官方）华中师范大学毕业论文（设计）模版
222,淮北师范大学,Huaibei Normal University,0/1,[everyx/HNUthesis](https://github.com/everyx/HNUthesis),0,1,1,2,2015-06-02,2015-04-20,2015-04-27, ,**【长久未更新】** 淮北师范大学硕士学位论文 LaTex 模板
223,吉林大学,Jilin University,8/10,[Herbert-Gao/JLU_Graduation_Model_Bachelor](https://github.com/Herbert-Gao/JLU_Graduation_Model_Bachelor),1,0,0,1,2022-01-10,2022-01-10,2022-03-06, ,吉林大学毕业论文模板
224,吉林大学,Jilin University,8/10,[JLUqiankun/JLU_Graduate_Thesis_Template](https://github.com/JLUqiankun/JLU_Graduate_Thesis_Template),1,0,0,1,2020-05-21,2020-05-21,2020-05-21, , 
225,吉林大学,Jilin University,8/10,[Katzen-D/JLUThesis_D](https://github.com/Katzen-D/JLUThesis_D),1,0,0,1,2021-02-01,2020-12-31,2021-02-01, ,吉林大学本科生毕业论文模板（理工科）
226,吉林大学,Jilin University,8/10,[Sakura-shem/JLUThesis](https://github.com/Sakura-shem/JLUThesis),1,11,0,2,2023-05-27,2022-11-15,2023-06-04,MIT,吉林大学 通信工程学院 本科毕业论文 Latex模板 2023
227,吉林大学,Jilin University,8/10,[dartall/jluthesis](https://github.com/dartall/jluthesis),0,5,4,0,2016-02-29,2016-02-29,2023-11-02, ,**【长久未更新】** Automatically exported from code.google.com/p/jluthesis
228,吉林大学,Jilin University,8/10,[jhyutian/jlu-thesis](https://github.com/jhyutian/jlu-thesis),0,0,0,0,2016-02-07,2016-02-07,2016-02-07, ,**【长久未更新】** Automatically exported from code.google.com/p/jlu-thesis
229,吉林大学,Jilin University,8/10,[jiafeng5513/JLU_Dissertation](https://github.com/jiafeng5513/JLU_Dissertation),1,81,22,4,2021-06-05,2020-02-08,2023-11-07, ,吉林大学学位论文Latex模板
230,吉林大学,Jilin University,8/10,[lyjslay/JLU-EE-template](https://github.com/lyjslay/JLU-EE-template),1,0,0,1,2021-12-12,2021-12-12,2022-02-17, ,吉林大学电子科学与工程学院毕业论文(设计)模板
231,吉林大学,Jilin University,8/10,[maxuewei2/JLUThesis2020](https://github.com/maxuewei2/JLUThesis2020),1,35,10,3,2023-06-30,2020-03-29,2023-09-11, ,吉林大学硕博学位论文 LaTeX 模板——jluthesis2020
232,吉林大学,Jilin University,8/10,[x86vk/JLU-CCST-Thesis](https://github.com/x86vk/JLU-CCST-Thesis),1,29,10,1,2018-06-10,2018-06-10,2023-11-17,MIT,吉林大学 计算机科学与技术学院 本科毕业论文 Latex模板
233,暨南大学,Jinan University,1/1,[ytZhou/JNUMasterThesis](https://github.com/ytZhou/JNUMasterThesis),1,29,13,4,2023-06-16,2015-04-09,2023-11-20, ,暨南大学硕士学位论文LaTex模板
234,江南大学,Jiangnan University,1/1,[xen0n/JNUthesis](https://github.com/xen0n/JNUthesis),1,44,12,6,2019-06-16,2015-05-15,2023-10-29,GPL-2.0,江南大学学位论文 XⱻLᴬTᴇX 宏包
235,江苏大学,Jiangsu University,4/4,[NTrabbit5/UJS-thesis](https://github.com/NTrabbit5/UJS-thesis),1,2,0,1,2020-11-02,2020-11-02,2023-03-08, ,江苏大学学位论文
236,江苏大学,Jiangsu University,4/4,[TYZQ/ujsthesis](https://github.com/TYZQ/ujsthesis),1,8,1,1,2020-08-21,2020-08-20,2023-09-16, ,江苏大学本科生毕业论文LaTeX模板
237,江苏大学,Jiangsu University,4/4,[xtc-chen/UJS_Masterthesis](https://github.com/xtc-chen/UJS_Masterthesis),1,7,1,1,2022-11-20,2022-07-08,2023-08-15, ,江苏大学硕士学位论文Latex模板
238,江苏大学,Jiangsu University,4/4,[xtc-chen/UJS_phdthesis](https://github.com/xtc-chen/UJS_phdthesis),1,5,1,1,2022-11-20,2022-07-09,2023-04-11, ,江苏大学博士学位论文Latex模板
239,江苏科技大学,Jiangsu University of Science and Technology,1/1,[sheeplib/JustThesis](https://github.com/sheeplib/JustThesis),1,2,0,1,2018-06-23,2018-06-23,2022-11-29, ,江苏科技大学硕士学位论文 latex档
240,兰州大学,Lanzhou University,9/9,[CosmosLiang/LZUthesis](https://github.com/CosmosLiang/LZUthesis),1,2,0,0,2018-12-18,2018-11-02,2019-04-03, ,兰州大学本科生毕业论文LaTeX模板
241,兰州大学,Lanzhou University,9/9,[JChrysanthemum/LZUThesis2020-PgD-PhD](https://github.com/JChrysanthemum/LZUThesis2020-PgD-PhD),1,20,11,0,2021-05-11,2020-10-22,2023-01-29,AGPL-3.0,兰大研究生（硕博）毕业论文 Latex 模板
242,兰州大学,Lanzhou University,9/9,[fengyongkang/PgD-PHD-Thesis-Latex-template-for-Lanzhou-University](https://github.com/fengyongkang/PgD-PHD-Thesis-Latex-template-for-Lanzhou-University),1,0,0,1,2021-01-26,2021-01-26,2021-01-26, ,兰州大学2021界硕士毕业论文Latex模板
243,兰州大学,Lanzhou University,9/9,[latexstudio/LZUthesis](https://github.com/latexstudio/LZUthesis),1,2,0,3,2021-05-28,2015-06-04,2023-05-09, ,兰州大学学位论文LyX模板及LaTeX模板
244,兰州大学,Lanzhou University,9/9,[mosesnow/LZUthesis](https://github.com/mosesnow/LZUthesis),1,32,11,4,2022-04-14,2015-04-18,2023-09-02, ,兰州大学学位论文LyX模板及LaTeX模板
245,兰州大学,Lanzhou University,9/9,[suchot/LZUThesis2017](https://github.com/suchot/LZUThesis2017),1,13,10,0,2020-05-14,2017-09-12,2023-10-12, ,兰州大学本科生（学士学位）LaTeX模板
246,兰州大学,Lanzhou University,9/9,[szsdk/LZUthesis](https://github.com/szsdk/LZUthesis),1,11,4,1,2022-11-16,2015-08-23,2023-04-01, , 
247,兰州大学,Lanzhou University,9/9,[yuhldr/LZUThesis2020](https://github.com/yuhldr/LZUThesis2020),1,78,20,0,2023-10-31,2020-04-04,2023-10-18,AGPL-3.0,兰州大学2023毕业论文LaTex模板：本科生、研究生两个模板
248,兰州大学,Lanzhou University,9/9,[zmx0142857/lzuthesis](https://github.com/zmx0142857/lzuthesis),1,3,0,2,2020-05-31,2020-05-19,2021-07-25, ,兰州大学本科生毕业论文模板
249,兰州理工大学,Lanzhou University of Technology,1/1,[estivalinp/LuThesis](https://github.com/estivalinp/LuThesis),1,8,3,1,2018-06-05,2018-05-19,2023-10-03, ,兰州理工大学毕业论文LaTeX模板 LaTeX Thesis Template for Lanzhou University of Technology
250,南昌大学,Nanchang University,1/1,[Jin-bao/NCU-thesis](https://github.com/Jin-bao/NCU-thesis),1,12,0,2,2023-03-22,2023-01-01,2023-11-19,LPPL-1.3c,南昌大学学位（毕业）论文 LaTeX 模板
251,南昌航空大学,Nanchang Aviation University,1/1,[NCHUSC/NCHU_Bachelor_Thesis_Template](https://github.com/NCHUSC/NCHU_Bachelor_Thesis_Template),1,5,2,1,2023-01-15,2020-07-28,2023-05-27,MIT,南昌航空大学（非官方）本科生毕业论文模板 | A LaTeX template for bachelor thesis in Nanchang Hangkong University (NCHU)
252,南方科技大学,Southern University of Science and Technology,2/5,[Peng-YM/SUSTech-Thesis](https://github.com/Peng-YM/SUSTech-Thesis),0,92,30,3,2019-10-15,2019-03-24,2023-10-29,MIT,**【已归档】** 南方科技大学毕业论文LaTeX模板
253,南方科技大学,Southern University of Science and Technology,2/5,[SUSTC/sustcthesis](https://github.com/SUSTC/sustcthesis),0,13,2,6,2015-04-06,2015-06-17,2022-05-01,MIT,**【长久未更新】** graduation thesis latex template for sustcer
254,南方科技大学,Southern University of Science and Technology,2/5,[SUSTech-CRA/sustech-master-thesis](https://github.com/SUSTech-CRA/sustech-master-thesis),1,139,36,4,2023-06-26,2021-02-22,2023-11-20,LPPL-1.3c,南方科技大学研究生学位论文LaTeX模板
255,南方科技大学,Southern University of Science and Technology,2/5,[iydon/sustechthesis](https://github.com/iydon/sustechthesis),1,167,49,5,2023-06-08,2018-08-24,2023-11-15,LPPL-1.3c,南方科技大学本科生毕业论文 LaTeX 模板
256,南方科技大学,Southern University of Science and Technology,2/5,[whzecomjm/sustcthesis](https://github.com/whzecomjm/sustcthesis),0,7,15,3,2017-07-31,2015-04-01,2021-03-17,MIT,**【长久未更新】** graduation thesis latex template for sustcer
257,南华大学,University of South China,0/1,[mattholy/USC-PaperMaker](https://github.com/mattholy/USC-PaperMaker),0,6,4,1,2017-04-21,2017-04-21,2023-11-03, ,**【长久未更新】** 简易的南华大学毕设论文生成
258,南京大学,Nanjing University,8/10,[AnyiRao/NJUThesis2018](https://github.com/AnyiRao/NJUThesis2018),1,33,44,3,2018-06-24,2018-06-24,2023-09-14, ,A LATEX template of NJU Thesis 2018 Version 南京大学本科生毕业论文LaTex模板 2018版
259,南京大学,Nanjing University,8/10,[EdwardSaidZhou/NJU-thesis-esz](https://github.com/EdwardSaidZhou/NJU-thesis-esz),1,7,2,1,2022-03-25,2020-12-12,2023-10-27, ,南京大学研究生学位论文模板（自己修改）
260,南京大学,Nanjing University,8/10,[GFrankenstein/NJU-Thesis-LaTeX-Template](https://github.com/GFrankenstein/NJU-Thesis-LaTeX-Template),0,25,9,2,2015-01-13,2013-02-25,2020-11-24, ,**【长久未更新】** A LaTeX template for Nanjing University
261,南京大学,Nanjing University,8/10,[Haixing-Hu/nju-thesis](https://github.com/Haixing-Hu/nju-thesis),1,407,148,16,2021-03-23,2013-08-23,2023-11-24,GPL-2.0,南京大学学位论文XeLaTeX模板
262,南京大学,Nanjing University,8/10,[ZLCao/NJUBachelor](https://github.com/ZLCao/NJUBachelor),1,48,23,5,2019-06-25,2016-06-05,2023-09-15, ,南京大学本科毕业论文Latex模板
263,南京大学,Nanjing University,8/10,[jiangyy/njuthesis](https://github.com/jiangyy/njuthesis),1,107,17,3,2019-01-16,2016-12-19,2023-11-22, ,南京大学山寨毕业论文模版
264,南京大学,Nanjing University,8/10,[nju-lug/NJUThesis](https://github.com/nju-lug/NJUThesis),1,324,41,8,2023-11-18,2021-05-20,2023-11-24,LPPL-1.3c,南京大学学位论文模板
265,南京大学,Nanjing University,8/10,[njuHan/njuthesis-nju-thesis-template](https://github.com/njuHan/njuthesis-nju-thesis-template),1,300,90,6,2023-05-11,2018-03-03,2023-11-25,GPL-2.0,南京大学学位论文(本科/硕士/博士)，毕业论文LaTeX模板
266,南京大学,Nanjing University,8/10,[solrex/njuthesis](https://github.com/solrex/njuthesis),1,22,10,4,2018-06-23,2015-03-14,2022-10-30, ,南京大学学位论文 LaTeX 模板
267,南京大学,Nanjing University,8/10,[zhangchuheng123/NJUThesis](https://github.com/zhangchuheng123/NJUThesis),0,13,3,3,2016-06-01,2016-04-16,2023-04-20, ,**【长久未更新】** 南京大学本科毕业论文模板
268,南京工业大学,Nanjing University of Technology,2/2,[AstralHope/NJTECHMasterThesis](https://github.com/AstralHope/NJTECHMasterThesis),1,6,0,2,2022-08-07,2022-02-18,2023-07-17,GPL-3.0,南京工业大学硕士论文
269,南京工业大学,Nanjing University of Technology,2/2,[faimerth/NJUT-Thesis-Template](https://github.com/faimerth/NJUT-Thesis-Template),1,10,2,1,2019-06-30,2019-06-10,2023-11-13,GPL-3.0,南京工业大学本科生毕业论文模版(lualatex)
270,南京航空航天大学,Nanjing University of Aeronautics and Astronautics,2/4,[ForeverDavid/nuaa-thesis](https://github.com/ForeverDavid/nuaa-thesis),0,0,0,2,2016-05-24,2017-03-01,2017-07-18,GPL-3.0,**【长久未更新】** nuaa-thesis is a LaTeX style package providing nuaa thesis format. (in progress)
271,南京航空航天大学,Nanjing University of Aeronautics and Astronautics,2/4,[nmykhan/NUAA-Thesis-Template-NASR](https://github.com/nmykhan/NUAA-Thesis-Template-NASR),1,0,0,1,2022-12-22,2022-12-22,2022-12-22, ,PhD thesis latex template: NUAA – Nanjing University of Aeronautics and Astronautics.
272,南京航空航天大学,Nanjing University of Aeronautics and Astronautics,2/4,[nuaatug/nuaathesis](https://github.com/nuaatug/nuaathesis),1,277,64,15,2022-09-22,2017-07-31,2023-11-09,Apache-2.0,"LaTeX document class for NUAA, supporting bachelor/master/PH.D thesis in Chinese/English/Japanese. 南航本科、硕士、博士学位论文 LaTeX 模板"
273,南京航空航天大学,Nanjing University of Aeronautics and Astronautics,2/4,[wfxyjx/nuaathesis](https://github.com/wfxyjx/nuaathesis),0,0,0,1,2014-03-10,2014-03-10,2014-03-10, ,**【长久未更新】** Latex template for bachelor's thesis of students in NUAA
274,南京理工大学,Nanjing University of Science and Technology,1/2,[jiec827/njustThesis](https://github.com/jiec827/njustThesis),0,95,34,6,2016-04-09,2015-01-03,2023-11-16,GPL-2.0,**【长久未更新】** LaTeX thesis template for Nanjing University of Sci & Tech（南京理工大学学位论文LaTeX模版）
275,南京理工大学,Nanjing University of Science and Technology,1/2,[packyan/NJUST_Master_Thesis_Latex_Template](https://github.com/packyan/NJUST_Master_Thesis_Latex_Template),1,15,4,2,2020-08-21,2020-08-21,2023-09-25, ,南京理工大学 硕士 学位论文 LATEX 模版
276,南京林业大学,Nanjing Forestry University,1/1,[iamty/thesis-NJFU](https://github.com/iamty/thesis-NJFU),1,12,0,1,2023-01-09,2023-01-08,2023-10-19,LPPL-1.3c,LaTeX template for NJFU bachelor thesis.  南京林业大学本科生毕业论文LaTeX模板
277,南京农业大学,Nanjing Agricultural University,1/1,[Qsion/NJAU_Thesis](https://github.com/Qsion/NJAU_Thesis),1,3,3,1,2018-05-17,2017-12-05,2023-02-24,GPL-3.0,NJAU Thesis LaTeX Template for Undergraduate Students（南京农业大学本科生毕业论文 LaTeX 模板 理工科版）
278,南京审计大学,Nanjing University of Audit,1/1,[SuperposedWave/NauThesis](https://github.com/SuperposedWave/NauThesis),1,0,0,1,2023-03-23,2023-03-23,2023-03-23, ,南京审计大学研究生毕业论文LaTeX模板
279,南京师范大学,Nanjing Normal University,1/1,[jordanzhouda/nnuthesis](https://github.com/jordanzhouda/nnuthesis),1,6,3,3,2018-08-10,2017-09-10,2023-05-10, ,A LaTeX solution for typesetting bachelor thesis of Nanjing Normal University
280,南京信息工程大学,Nanjing University of Information Engineering,6/6,[Alrash/NUIST_Master_Thesis](https://github.com/Alrash/NUIST_Master_Thesis),1,8,2,1,2020-06-10,2019-02-26,2023-11-14,MIT,南京信息工程大学硕士学位论文Latex模板
281,南京信息工程大学,Nanjing University of Information Engineering,6/6,[LirenW/NUIST_thesis_template_V2.0](https://github.com/LirenW/NUIST_thesis_template_V2.0),1,11,6,3,2021-06-14,2017-03-13,2022-04-07, , 
282,南京信息工程大学,Nanjing University of Information Engineering,6/6,[hy5468/NUIST-LaTeX](https://github.com/hy5468/NUIST-LaTeX),1,17,1,2,2021-04-10,2020-05-30,2023-08-10,MIT,南京信息工程大学硕士毕业论文LaTeX模板，由单滢滢、耿祥编写，由耿祥整理发布，请大家给该项目打星。
283,南京信息工程大学,Nanjing University of Information Engineering,6/6,[jtzhpf/NUIST-Bachelor-Thesis-LaTeX-Template-v2022.4](https://github.com/jtzhpf/NUIST-Bachelor-Thesis-LaTeX-Template-v2022.4),1,9,1,1,2022-04-21,2022-04-01,2023-09-24, ,南京信息工程大学（NUIST）本科生毕业论文2022年4月修订版，兼容Windows，MacOS和Overleaf
284,南京信息工程大学,Nanjing University of Information Engineering,6/6,[liyuwang2016/NUIST_Latex](https://github.com/liyuwang2016/NUIST_Latex),1,1,0,1,2019-01-07,2019-01-03,2023-04-06, ,南京信息工程大学硕士研究生毕业论文latex模板
285,南京信息工程大学,Nanjing University of Information Engineering,6/6,[sakronos/NUIST_Bachelor_Thesis_LaTeX_Template](https://github.com/sakronos/NUIST_Bachelor_Thesis_LaTeX_Template),1,41,6,3,2022-05-14,2021-06-10,2023-09-29,GPL-3.0,南京信息工程大学本科生毕业论文 LaTeX 模板
286,南京邮电大学,Nanjing University of Posts and Telecommunications,2/2,[imguozr/NJUPThesis-Bachelor](https://github.com/imguozr/NJUPThesis-Bachelor),1,49,13,3,2022-05-02,2019-02-14,2023-09-16,LPPL-1.3c,LaTeX template for NJUPT Undergraduate Thesis. 南京邮电大学本科毕业论文LaTeX模版。
287,南京邮电大学,Nanjing University of Posts and Telecommunications,2/2,[li199-code/njupt_master_thesis_latex_template](https://github.com/li199-code/njupt_master_thesis_latex_template),1,6,1,1,2023-10-22,2022-07-21,2023-10-23, ,南京邮电大学硕士研究生毕业论文latex模板
288,南开大学,Nankai University,12/13,[Gptao/nku_thesis](https://github.com/Gptao/nku_thesis),1,0,1,1,2019-06-05,2019-06-04,2019-06-05, ,南开大学本科毕设论文latex基础模板，直接xelatex编译即可，简单易用
289,南开大学,Nankai University,12/13,[JH-Wei/NKUThesis](https://github.com/JH-Wei/NKUThesis),0,1,0,2,2016-04-26,2016-04-26,2019-03-10, ,**【长久未更新】** Nankai thesis LaTeX template
290,南开大学,Nankai University,12/13,[JerryMouseZ/NKUOverleafTemplate2021](https://github.com/JerryMouseZ/NKUOverleafTemplate2021),1,1,1,1,2021-04-30,2021-03-10,2021-07-27, ,南开大学2021毕业论文overleaf模板，来自赵子懿和潘宇学长
291,南开大学,Nankai University,12/13,[MaZhengg/NKUthesis](https://github.com/MaZhengg/NKUthesis),1,9,0,2,2019-03-04,2016-01-21,2022-09-20, ,南开大学毕业论文LaTeX模板
292,南开大学,Nankai University,12/13,[NewFuture/NKThesis](https://github.com/NewFuture/NKThesis),1,105,41,7,2023-04-12,2018-02-28,2023-11-24,MIT,南开大学硕士毕业论文/博士论文模板 (Latex Template for Nankai University)
293,南开大学,Nankai University,12/13,[Tr0py/NKU-thesis-template-2020](https://github.com/Tr0py/NKU-thesis-template-2020),1,61,10,2,2023-06-16,2020-05-02,2023-10-28, ,南开大学毕业论文模板 Nankai University Thesis Template  https://tr0py.github.io/NKU-thesis-template-2020/
294,南开大学,Nankai University,12/13,[benhaotang/NKThesis](https://github.com/benhaotang/NKThesis),1,0,0,1,2023-04-30,2022-03-17,2023-04-30,MPL-2.0,南开大学本科硕博毕业论文模板LaTeX
295,南开大学,Nankai University,12/13,[bianbian1234/NKU_latex_template](https://github.com/bianbian1234/NKU_latex_template),1,2,2,1,2022-09-28,2021-06-13,2022-10-26, ,南开大学硕博论文LATEX模板/答辩用beamer模板
296,南开大学,Nankai University,12/13,[hhhhhscott/NKU_Bachelor_Thesis_EO_College_LaTeX_Template](https://github.com/hhhhhscott/NKU_Bachelor_Thesis_EO_College_LaTeX_Template),1,3,0,1,2022-06-04,2022-06-04,2023-03-19, ,南开大学电光学院本科毕设LaTeX模板
297,南开大学,Nankai University,12/13,[kongxiao0532/NKU_Bachelor_Thesis_Template](https://github.com/kongxiao0532/NKU_Bachelor_Thesis_Template),1,52,25,4,2019-03-13,2019-03-06,2023-09-09, ,南开大学本科生毕业论文模板  LaTeX template for bachelor thesis in Nankai University (NKU)
298,南开大学,Nankai University,12/13,[tensor-matrix/NKUThesis](https://github.com/tensor-matrix/NKUThesis),1,1,0,1,2023-05-06,2023-04-25,2023-05-09, ,南开大学本科毕业论文模板
299,南开大学,Nankai University,12/13,[vicky66/nkuthesis-master-mac](https://github.com/vicky66/nkuthesis-master-mac),1,3,2,1,2019-01-02,2018-12-28,2022-06-01, ,南开大学硕博毕业论文latex mac版
300,南开大学,Nankai University,12/13,[zihaodong/NKU_thesis](https://github.com/zihaodong/NKU_thesis),1,0,0,2,2020-07-18,2020-06-06,2021-04-03, ,Latex Template for thesis of Nankai University
301,青岛大学,Qingdao University,1/1,[paralevi/QDUthesis](https://github.com/paralevi/QDUthesis),1,11,9,2,2020-03-28,2017-04-17,2023-09-20, ,LaTeX Template for Qingdao University Bachelor Degree Thesis
302,青岛工学院,Qingdao Institute of Technology,0/1,[monburan/oucqdc-LaTeX-document](https://github.com/monburan/oucqdc-LaTeX-document),0,0,0,2,2016-12-18,2016-12-16,2016-12-16, ,**【长久未更新】** 青岛工学院毕业论文LaTeX模板
303,青海大学,Qinghai University,1/1,[coffeelize/QHUthesis](https://github.com/coffeelize/QHUthesis),1,4,0,1,2023-05-23,2022-04-20,2023-08-23, ,青海大学本科毕业论文（设计）LaTeX模板
304,清华大学,Tsinghua University,5/6,[LUKE-ZZ/thuthesis-biomedical](https://github.com/LUKE-ZZ/thuthesis-biomedical),1,11,0,1,2023-09-14,2022-12-10,2023-11-06, ,清华大学生物，医学，药学等相关专业的毕业论文latex模板。也适用于其他专业。适合本硕博毕业论文和博后报告。本模板在tuna协会的thuthesis项目基础上，增补了和生医药相关同学的内容，也增添了对latex新手更加友好的注释。
305,清华大学,Tsinghua University,5/6,[Markshilong/THU_Thesis_Bachelor](https://github.com/Markshilong/THU_Thesis_Bachelor),1,0,0,1,2022-05-30,2022-05-29,2022-05-29,LPPL-1.3c,The bachelor graduation thesis in THU
306,清华大学,Tsinghua University,5/6,[iso9/thuthesis](https://github.com/iso9/thuthesis),0,1,1,1,2013-03-13,2013-03-13,2014-04-19, ,**【长久未更新】** thesis for tsinghua university
307,清华大学,Tsinghua University,5/6,[tuna/thuthesis](https://github.com/tuna/thuthesis),1,4122,1040,93,2023-11-07,2011-09-12,2023-11-25,LPPL-1.3c,LaTeX Thesis Template for Tsinghua University
308,清华大学,Tsinghua University,5/6,[xavieryao/thu-ell-bachelor-thesis](https://github.com/xavieryao/thu-ell-bachelor-thesis),1,3,0,2,2019-10-04,2019-06-09,2019-10-14, , 
309,清华大学,Tsinghua University,5/6,[xueruini/thuthesis](https://github.com/xueruini/thuthesis),1,24,10,1,2020-05-29,2020-05-29,2023-11-01, ,LaTeX Thesis Template for Tsinghua University
310,三峡大学,China Three Gorges University,0/1,[sxdxyxy/smartmedical](https://github.com/sxdxyxy/smartmedical),0,1,1,2,2017-04-15,2017-04-15,2017-04-24, ,**【长久未更新】** 
311,山东大学,Shandong University,7/12,[ChenMeng0518/sduthesis](https://github.com/ChenMeng0518/sduthesis),0,6,7,4,2015-01-03,2013-05-12,2023-01-10, ,**【长久未更新】** SDU Thesis Template for LaTeX
312,山东大学,Shandong University,7/12,[IIIIntx/-sdu-latex-](https://github.com/IIIIntx/-sdu-latex-),1,0,0,1,2023-05-19,2023-05-19,2023-05-19,GPL-3.0,这是山东大学shaniversity(SDU)本科学位bachelor degree论文latex模板
313,山东大学,Shandong University,7/12,[Ice0cean/sdumt](https://github.com/Ice0cean/sdumt),0,0,0,1,2015-07-26,2015-07-26,2015-07-26, ,**【长久未更新】** The template of the Shandong University master thesis
314,山东大学,Shandong University,7/12,[Liam0205/sduthesis](https://github.com/Liam0205/sduthesis),0,59,23,10,2017-03-23,2016-01-19,2023-10-16,NOASSERTION,**【长久未更新】** 山东大学学位论文模板 (LaTeX thesis template for Shandong University)
315,山东大学,Shandong University,7/12,[OpenMandrivaAssociation/texlive-sduthesis](https://github.com/OpenMandrivaAssociation/texlive-sduthesis),1,0,0,10,2023-10-04,2022-11-16,2022-11-16, ,Thesis Template of Shandong University
316,山东大学,Shandong University,7/12,[arisukawa/SDU-Latex-Template-for-dissertations](https://github.com/arisukawa/SDU-Latex-Template-for-dissertations),1,14,6,1,2021-09-07,2021-09-07,2023-10-17, ,适用于山东大学硕博论文写作规范的Latex模板，根据北大模板pkuthss改编。
317,山东大学,Shandong University,7/12,[bearshng/sduthesis](https://github.com/bearshng/sduthesis),0,6,2,1,2015-03-27,2015-03-27,2023-11-12, ,**【长久未更新】** 山东大学本科毕业设计Latex模板
318,山东大学,Shandong University,7/12,[cnDelbert/SDU_thesis_template_for_postgraduate](https://github.com/cnDelbert/SDU_thesis_template_for_postgraduate),1,75,30,3,2022-03-11,2016-10-01,2023-11-21, ,山东大学硕/博士研究生毕业论文模板
319,山东大学,Shandong University,7/12,[lichuanxiang/SDUGradThesis](https://github.com/lichuanxiang/SDUGradThesis),1,0,0,1,2022-01-27,2022-01-27,2022-01-27,MIT,山大硕士/博士毕业论文
320,山东大学,Shandong University,7/12,[luxun59/latex_Template](https://github.com/luxun59/latex_Template),1,5,0,1,2023-01-17,2023-01-16,2023-03-07, ,latex的论文模板（依据山东大学毕设论文要求制作）。
321,山东大学,Shandong University,7/12,[sailist/Refined-Version-of-SDU-Thesis-Template](https://github.com/sailist/Refined-Version-of-SDU-Thesis-Template),1,2,0,1,2023-02-16,2023-02-16,2023-02-16,MIT,山东大学硕士学位论文模板-理工医学类-样式精修版
322,山东大学,Shandong University,7/12,[wangkerui/sduthesis](https://github.com/wangkerui/sduthesis),0,6,0,1,2014-05-27,2014-04-30,2022-07-24,WTFPL,**【长久未更新】** LaTeX Thesis Template for Shandong University
323,山东师范大学,Shandong Normal University,2/2,[RuYunW/SDNU-LaTeX-bachelor-2021](https://github.com/RuYunW/SDNU-LaTeX-bachelor-2021),1,10,1,2,2022-05-16,2021-04-20,2023-04-25,GPL-3.0,山东师范大学本科生学位论文Latex模板（2021版）
324,山东师范大学,Shandong Normal University,2/2,[SmartHelium/sdnubachelor](https://github.com/SmartHelium/sdnubachelor),1,6,4,2,2023-03-15,2018-03-28,2023-06-17,GPL-3.0,A LaTeX template for sdnu bachelor based on CTeX !
325,山西农业大学,Shanxi Agricultural University,0/1,[dubuqingfeng/sxau-document](https://github.com/dubuqingfeng/sxau-document),0,1,1,2,2016-12-13,2016-12-12,2022-10-23, ,**【长久未更新】** 毕业设计文档LaTeX模版
326,陕西师范大学,Shaanxi Normal University,1/1,[yykphy/yk-snnu-thesis](https://github.com/yykphy/yk-snnu-thesis),1,6,0,1,2023-07-18,2023-07-17,2023-09-17, ,Shaanxi Normal University PhD/Master's Thesis LaTeX Template
327,上海财经大学,Shanghai University of Finance and Economics,0/1,[sijichun/sufethesis](https://github.com/sijichun/sufethesis),0,22,9,1,2017-12-10,2016-08-01,2023-11-24, ,**【长久未更新】** 上海财经大学博士学位论文LaTeX and LyX 模板
328,上海大学,Shanghai University,5/5,[SHU-CES-1008/SHU-Thesis](https://github.com/SHU-CES-1008/SHU-Thesis),1,11,1,1,2022-12-02,2022-11-16,2023-11-20, ,上海大学硕士学位论文LaTeX模板
329,上海大学,Shanghai University,5/5,[ahhylau/shuthesis](https://github.com/ahhylau/shuthesis),1,30,33,0,2023-09-26,2017-05-30,2023-09-20, ,LaTeX Thesis Template for Shanghai University
330,上海大学,Shanghai University,5/5,[bowenbfeng/SHU-Bachelor-Thesis-Template](https://github.com/bowenbfeng/SHU-Bachelor-Thesis-Template),1,19,4,1,2019-04-16,2019-04-16,2023-09-20, ,The LATEX template for the bachelor thesis at Shanghai University
331,上海大学,Shanghai University,5/5,[shuosc/SHU-Bachelor-Thesis-OSC](https://github.com/shuosc/SHU-Bachelor-Thesis-OSC),1,123,28,8,2023-05-21,2020-01-09,2023-11-09, ,上海大学本科生毕业论文latex模板-开源社区版本。
332,上海大学,Shanghai University,5/5,[zeakey/shu-thesis](https://github.com/zeakey/shu-thesis),1,51,15,1,2019-12-11,2017-05-12,2023-06-24, ,LaTeX Template for Shanghai University Master's Thesis.
